model,item,feature,value,shap_value,expected_value
GBM_2,41,TSS,23.1,0.06759531051330361,3.1727041265782403
GBM_2,42,TSS,23,0.06236311563402688,3.1674719316989632
GBM_2,43,TSS,19.7,-0.5272536579180003,2.577855158146936
GBM_2,44,TSS,22.7,0.13565635773987084,3.2407651738048076
GBM_2,45,TSS,21.3,-0.06179186058458108,3.043316955480355
GBM_2,46,TSS,22.7,0.06929798934445919,3.1744068054093955
GBM_2,47,TSS,22.1,0.0992488368525972,3.2043576529175337
GBM_2,48,TSS,22.2,0.08049113013229109,3.1855999461972275
GBM_grid_1_model_77,1,Anth,299,-0.647284553594849,2.4566315801393435
GBM_grid_1_model_77,2,Anth,544,-0.6113155727645485,2.492600560969644
GBM_grid_1_model_77,3,Anth,522,-0.6489879891705641,2.4549281445636284
GBM_grid_1_model_77,4,Anth,478,-0.6263582132966496,2.477557920437543
GBM_grid_1_model_77,5,Anth,588,-0.5096544448227487,2.594261688911444
GBM_grid_1_model_77,6,Anth,677,-0.2816127342312033,2.822303399502989
GBM_grid_1_model_77,7,Anth,639,-0.5004779800022643,2.603438153731928
GBM_grid_1_model_77,8,Anth,494,-0.6789665604628681,2.4249495732713244
GBM_grid_1_model_77,9,Anth,609,-0.5066924395538694,2.597223694180323
GBM_grid_1_model_77,10,Anth,565,-0.5861591155095696,2.517757018224623
GBM_grid_1_model_77,11,Anth,655,-0.4189748274278221,2.6849413063063703
GBM_grid_1_model_77,12,Anth,861,0.4518396940162954,3.555755827750488
GBM_grid_1_model_77,13,Anth,642,-0.3990752474560398,2.7048408862781526
GBM_grid_1_model_77,14,Anth,436,-0.5959820587842544,2.5079340749499384
GBM_grid_1_model_77,15,Anth,576,-0.6172505419199299,2.486665591814263
GBM_grid_1_model_77,16,Anth,506,-0.6050796391321759,2.4988364946020165
GBM_grid_1_model_77,17,Anth,749,-0.23543606340232792,2.8684800703318647
GBM_grid_1_model_77,18,Anth,571,-0.6285985742488271,2.475317559485365
GBM_grid_1_model_77,19,Anth,761,-0.21467127765830255,2.88924485607589
GBM_grid_1_model_77,20,Anth,499,-0.6288783516167007,2.475037782117492
GBM_grid_1_model_77,21,Anth,754,-0.19233284313774401,2.9115832905964485
GBM_grid_1_model_77,22,Anth,725,-0.22438037464795985,2.8795357590862327
GBM_grid_1_model_77,23,Anth,833,0.4613858523736476,3.56530198610784
GBM_grid_1_model_77,24,Anth,830,0.4532403175741532,3.557156451308346
GBM_grid_1_model_77,25,Anth,933,0.7899600073342301,3.8938761410684224
GBM_grid_1_model_77,26,Anth,613,-0.4581543091318665,2.6457618246023262
GBM_grid_1_model_77,27,Anth,548,-0.6558659499690604,2.4480501837651323
GBM_grid_1_model_77,28,Anth,765,-0.2057375664962814,2.898178567237911
GBM_grid_1_model_77,29,Anth,683,-0.3151675273552429,2.7887486063789497
GBM_grid_1_model_77,30,Anth,922,0.7454195984219045,3.849335732156097
GBM_grid_1_model_77,31,Anth,763,-0.18845667443095693,2.9154594593032357
GBM_grid_1_model_77,32,Anth,518,-0.6053286859040179,2.4985874478301744
GBM_grid_1_model_77,33,Anth,656,-0.37058862959823635,2.733327504135956
GBM_grid_1_model_77,34,Anth,644,-0.40779691495299597,2.6961192187811966
GBM_grid_1_model_77,35,Anth,758,-0.22166545738264087,2.8822506763515516
GBM_grid_1_model_77,36,Anth,877,0.5487239425434991,3.6526400762776916
GBM_grid_1_model_77,37,Anth,901,0.46311744501129826,3.567033578745491
GBM_grid_1_model_77,38,Anth,480,-0.6357075505667739,2.4682085831674185
GBM_grid_1_model_77,39,Anth,793,-0.012681559254057374,3.091234574480135
GBM_grid_1_model_77,40,Anth,718,-0.22337402110088053,2.880542112633312
GBM_grid_1_model_77,41,Anth,784,-0.21609563420118655,2.887820499533006
GBM_grid_1_model_77,42,Anth,765,-0.21609563420118572,2.8878204995330066
GBM_grid_1_model_77,43,Anth,481,-0.6785342336625042,2.425381900071688
GBM_grid_1_model_77,44,Anth,655,-0.412662571882266,2.6912535618519264
GBM_grid_1_model_77,45,Anth,469,-0.5773324367078208,2.5265836970263718
GBM_grid_1_model_77,46,Anth,585,-0.5069145091385204,2.597001624595672
GBM_grid_1_model_77,47,Anth,684,-0.3188772036746741,2.7850389300595184
GBM_grid_1_model_77,48,Anth,497,-0.6396643171028705,2.464251816631322
GBM_grid_1_model_77,1,BW,1.99,-0.11256731215023796,2.9913488215839545
GBM_grid_1_model_77,2,BW,1.88,-0.14269582181260376,2.961220311921589
GBM_grid_1_model_77,3,BW,1.93,-0.03726932779137382,3.0666468059428187
GBM_grid_1_model_77,4,BW,2.11,-0.6040342962165921,2.4998818375176004
GBM_grid_1_model_77,5,BW,2.01,-0.4944565705588676,2.609459563175325
GBM_grid_1_model_77,6,BW,1.98,-0.12202466968090186,2.9818914640532905
GBM_grid_1_model_77,7,BW,1.73,0.012645209464864804,3.1165613431990575
GBM_grid_1_model_77,8,BW,1.75,0.00668328135084062,3.110599415085033
GBM_grid_1_model_77,9,BW,1.67,0.07007111769503072,3.173987251429223
GBM_grid_1_model_77,10,BW,2.06,-0.7426360775731482,2.3612800561610445
GBM_grid_1_model_77,11,BW,1.85,0.04179230835160297,3.1457084420857955
GBM_grid_1_model_77,12,BW,2.03,-0.7442883127347477,2.359627820999445
GBM_grid_1_model_77,13,BW,2.01,-0.5329912395752393,2.5709248941589533
GBM_grid_1_model_77,14,BW,1.99,-0.10896342657157243,2.99495270716262
GBM_grid_1_model_77,15,BW,2.1,-0.7326716512456534,2.3712444824885393
GBM_grid_1_model_77,16,BW,2.11,-0.7351636895301501,2.368752444204042
GBM_grid_1_model_77,17,BW,1.9,-0.16352742148059904,2.9403887122535934
GBM_grid_1_model_77,18,BW,2.02,-0.6735873698656957,2.4303287638684967
GBM_grid_1_model_77,19,BW,1.52,0.5539655591592798,3.657881692893472
GBM_grid_1_model_77,20,BW,1.73,0.002773503050046089,3.1066896367842385
GBM_grid_1_model_77,21,BW,1.48,0.5772650662959513,3.681181200030144
GBM_grid_1_model_77,22,BW,1.89,-0.1867163988245865,2.917199734909606
GBM_grid_1_model_77,23,BW,1.73,0.07973500428476188,3.1836511380189543
GBM_grid_1_model_77,24,BW,1.92,-0.10234916023971796,3.0015669734944748
GBM_grid_1_model_77,25,BW,1.6,0.5193545734268625,3.623270707161055
GBM_grid_1_model_77,26,BW,1.73,-0.003660239150850675,3.100255894583342
GBM_grid_1_model_77,27,BW,1.77,0.11173533106435285,3.2156514647985452
GBM_grid_1_model_77,28,BW,1.75,0.01054615495463418,3.1144622886888267
GBM_grid_1_model_77,29,BW,1.84,-0.02256036334711975,3.0813557703870726
GBM_grid_1_model_77,30,BW,1.97,-0.09332803810988888,3.0105880956243034
GBM_grid_1_model_77,31,BW,1.67,0.03859204057504406,3.1425081743092367
GBM_grid_1_model_77,32,BW,1.93,-0.02352452444310482,3.0803916092910875
GBM_grid_1_model_77,33,BW,1.87,-0.06804175161779324,3.035874382116399
GBM_grid_1_model_77,34,BW,1.82,0.11365436014844557,3.217570493882638
GBM_grid_1_model_77,35,BW,1.89,-0.14096416343849766,2.962951970295695
GBM_grid_1_model_77,36,BW,1.95,-0.03964005359801187,3.064276080136181
GBM_grid_1_model_77,37,BW,1.71,0.06543659831598359,3.169352732050176
GBM_grid_1_model_77,38,BW,1.69,0.019072446358176176,3.1229885800923687
GBM_grid_1_model_77,39,BW,1.73,0.023826100914580046,3.1277422346487724
GBM_grid_1_model_77,40,BW,1.95,-0.07019194440293153,3.033724189331261
GBM_grid_1_model_77,41,BW,2.01,-0.6024270787102545,2.501489055023938
GBM_grid_1_model_77,42,BW,2.28,-0.7614673277664396,2.342448805967753
GBM_grid_1_model_77,43,BW,1.8,0.08507450972197805,3.1889906434561706
GBM_grid_1_model_77,44,BW,1.83,0.11638155545932727,3.2202976891935196
GBM_grid_1_model_77,45,BW,2.12,-0.6159799361315765,2.487936197602616
GBM_grid_1_model_77,46,BW,2.02,-0.6884066573574623,2.41550947637673
GBM_grid_1_model_77,47,BW,2.21,-0.7134202748294274,2.390495858904765
GBM_grid_1_model_77,48,BW,2.23,-0.7010340468633368,2.402882086870856
GBM_grid_1_model_77,1,TA,6.45,-0.03714424829407387,3.0667718854401187
GBM_grid_1_model_77,2,TA,6,-0.15885088252116464,2.9450652512130278
GBM_grid_1_model_77,3,TA,6.3,-0.036439695390981186,3.067476438343211
GBM_grid_1_model_77,4,TA,6.6,0.02330307650322533,3.127219210237418
GBM_grid_1_model_77,5,TA,6.3,-0.047921898433893106,3.0559942353002993
GBM_grid_1_model_77,6,TA,6.9,0.2635192157914996,3.3674353495256923
GBM_grid_1_model_77,7,TA,6.45,-0.04966973724488766,3.054246396489305
GBM_grid_1_model_77,8,TA,6.6,0.03073134289646351,3.134647476630656
GBM_grid_1_model_77,9,TA,6.53,-0.048482726305488055,3.0554334074287044
GBM_grid_1_model_77,10,TA,7.2,0.2969212232108025,3.400837356944995
GBM_grid_1_model_77,11,TA,6.6,0.05202141636512636,3.1559375500993188
GBM_grid_1_model_77,12,TA,6.75,0.21043410139668584,3.3143502351308785
GBM_grid_1_model_77,13,TA,5.85,-0.217551051440144,2.8863650822940485
GBM_grid_1_model_77,14,TA,5.7,0.002576709763995655,3.106492843498188
GBM_grid_1_model_77,15,TA,6.75,0.1927533594508379,3.29666949318503
GBM_grid_1_model_77,16,TA,7.28,0.2985179623384133,3.402434096072606
GBM_grid_1_model_77,17,TA,6.6,0.06600120510499086,3.1699173388391833
GBM_grid_1_model_77,18,TA,6.6,0.02200118477397453,3.1259173185081672
GBM_grid_1_model_77,19,TA,5.55,0.05890524326431122,3.1628213769985036
GBM_grid_1_model_77,20,TA,5.55,0.06409261135839539,3.168008745092588
GBM_grid_1_model_77,21,TA,6,-0.13547203412963355,2.968444099604559
GBM_grid_1_model_77,22,TA,5.25,-0.020240303733998405,3.0836758300001943
GBM_grid_1_model_77,23,TA,5.63,0.007464160518263263,3.1113802942524558
GBM_grid_1_model_77,24,TA,6.75,0.2220181924521964,3.3259343261863887
GBM_grid_1_model_77,25,TA,6.15,-0.13956829233999685,2.9643478413941957
GBM_grid_1_model_77,26,TA,5.48,0.041285663362866376,3.1452017970970587
GBM_grid_1_model_77,27,TA,6.75,0.241977010236042,3.3458931439702346
GBM_grid_1_model_77,28,TA,6.6,0.07143453118154242,3.175350664915735
GBM_grid_1_model_77,29,TA,6.45,-0.04428684418113882,3.0596292895530537
GBM_grid_1_model_77,30,TA,6.15,-0.14770682145945097,2.9562093122747415
GBM_grid_1_model_77,31,TA,5.7,-0.021812570462391073,3.0821035632718012
GBM_grid_1_model_77,32,TA,5.7,0.005106820552480185,3.1090229542866727
GBM_grid_1_model_77,33,TA,6.15,-0.17323991220231022,2.9306762215318822
GBM_grid_1_model_77,34,TA,7.13,0.38397111173147347,3.487887245465666
GBM_grid_1_model_77,35,TA,5.85,-0.20160978004105434,2.902306353693138
GBM_grid_1_model_77,36,TA,6.3,0.05908195445378317,3.1629980881879756
GBM_grid_1_model_77,37,TA,4.8,-0.5492204057848096,2.554695727949383
GBM_grid_1_model_77,38,TA,6,-0.1516547020193374,2.952261431714855
GBM_grid_1_model_77,39,TA,6.23,-0.1741596754501798,2.9297564582840128
GBM_grid_1_model_77,40,TA,5.25,-0.03987790824726231,3.06403822548693
GBM_grid_1_model_77,41,TA,5.85,-0.18898871769912745,2.914927416035065
GBM_grid_1_model_77,42,TA,5.78,-0.1259931089689419,2.977923024765251
GBM_grid_1_model_77,43,TA,6.3,-0.0428243948702699,3.0610917388639227
GBM_grid_1_model_77,44,TA,6.08,-0.1775433815281156,2.9263727522060767
GBM_grid_1_model_77,45,TA,5.7,0.005655544866083051,3.1095716786002754
GBM_grid_1_model_77,46,TA,5.55,0.07178613175551676,3.175702265489709
GBM_grid_1_model_77,47,TA,5.85,-0.1974173906656535,2.906498743068539
GBM_grid_1_model_77,48,TA,6.3,-0.058798726124450584,3.045117407609742
GBM_grid_1_model_77,1,TSS,18.4,-0.543341129328164,2.5605750044060285
GBM_grid_1_model_77,2,TSS,19.2,-0.5757861699348065,2.528129963799386
GBM_grid_1_model_77,3,TSS,20.1,-0.5680049365388131,2.5359111971953796
GBM_grid_1_model_77,4,TSS,19.7,-0.4762395233261049,2.6276766104080878
GBM_grid_1_model_77,5,TSS,21,-0.16854672258376463,2.935369411150428
GBM_grid_1_model_77,6,TSS,21.1,-0.10297853245182816,3.0009376012823643
GBM_grid_1_model_77,7,TSS,20.6,-0.5614160337265451,2.5425001000076475
GBM_grid_1_model_77,8,TSS,21.3,-0.17471855180736817,2.9291975819268243
GBM_grid_1_model_77,9,TSS,21.6,-0.026733157597589485,3.077182976136603
GBM_grid_1_model_77,10,TSS,21.8,0.24245644860088644,3.346372582335079
GBM_grid_1_model_77,11,TSS,22.2,0.19866091317245152,3.302577046906644
GBM_grid_1_model_77,12,TSS,21.5,-0.08029147538571635,3.023624658348476
GBM_grid_1_model_77,13,TSS,21.8,0.2562228246287747,3.3601389583629673
GBM_grid_1_model_77,14,TSS,19.9,-0.5536447999271273,2.550271333807065
GBM_grid_1_model_77,15,TSS,22.1,0.17947313396302988,3.2833892676972223
GBM_grid_1_model_77,16,TSS,22.1,0.18160648388470785,3.2855226176189003
GBM_grid_1_model_77,17,TSS,22.4,0.05812534703094793,3.1620414807651405
GBM_grid_1_model_77,18,TSS,21.9,0.19947341706297184,3.3033895507971645
GBM_grid_1_model_77,19,TSS,22.4,0.02549765178453895,3.1294137855187314
GBM_grid_1_model_77,20,TSS,20.9,-0.3172711040358258,2.7866450296983665
GBM_grid_1_model_77,21,TSS,20.6,-0.5214945439144865,2.582421589819706
GBM_grid_1_model_77,22,TSS,23.2,0.12787345289680724,3.231789586631
GBM_grid_1_model_77,23,TSS,22.9,0.19592473885036055,3.299840872584553
GBM_grid_1_model_77,24,TSS,21.6,-0.010002507951497208,3.093913625782695
GBM_grid_1_model_77,25,TSS,22.8,0.21988967116120162,3.323805804895394
GBM_grid_1_model_77,26,TSS,20.4,-0.5486838361380729,2.5552322975961195
GBM_grid_1_model_77,27,TSS,20.5,-0.5545114061441627,2.54940472759003
GBM_grid_1_model_77,28,TSS,19.9,-0.5814348010047847,2.5224813327294076
GBM_grid_1_model_77,29,TSS,20.3,-0.582628823166877,2.5212873105673155
GBM_grid_1_model_77,30,TSS,21.1,-0.16288069146026835,2.941035442273924
GBM_grid_1_model_77,31,TSS,21.5,-0.12395396186507485,2.9799621718691176
GBM_grid_1_model_77,32,TSS,21.2,-0.1479868015204312,2.955929332213761
GBM_grid_1_model_77,33,TSS,21.6,-0.008893343270234666,3.095022790463958
GBM_grid_1_model_77,34,TSS,21.4,-0.16265209054026333,2.941264043193929
GBM_grid_1_model_77,35,TSS,21.9,0.23446189450782245,3.338378028242015
GBM_grid_1_model_77,36,TSS,21.4,-0.1504887240828427,2.9534274096513498
GBM_grid_1_model_77,37,TSS,24.8,0.2335184044370918,3.3374345381712844
GBM_grid_1_model_77,38,TSS,20,-0.5880518322285019,2.5158643015056907
GBM_grid_1_model_77,39,TSS,22.2,0.1561401775121197,3.2600563112463123
GBM_grid_1_model_77,40,TSS,22.8,0.14787658254351738,3.25179271627771
GBM_grid_1_model_77,41,TSS,23.1,0.12418095431525997,3.2280970880494526
GBM_grid_1_model_77,42,TSS,23,0.11755960963814491,3.2214757433723373
GBM_grid_1_model_77,43,TSS,19.7,-0.575820767115081,2.5280953666191115
GBM_grid_1_model_77,44,TSS,22.7,0.15872801618892754,3.26264414992312
GBM_grid_1_model_77,45,TSS,21.3,-0.09256120363296255,3.01135493010123
GBM_grid_1_model_77,46,TSS,22.7,0.11958848287690708,3.2235046166110997
GBM_grid_1_model_77,47,TSS,22.1,0.16168495666132382,3.265601090395516
GBM_grid_1_model_77,48,TSS,22.2,0.16778383282667217,3.2716999665608646
GLM_grid_1_model_1,1,Anth,299,-1.8071512516444554,1.297015415022211
GLM_grid_1_model_1,2,Anth,544,-0.8149897801533819,2.2891768865132844
GLM_grid_1_model_1,3,Anth,522,-0.9040818306546216,2.200084836012045
GLM_grid_1_model_1,4,Anth,478,-1.0822659316571,2.0219007350095666
GLM_grid_1_model_1,5,Anth,588,-0.6368056791509036,2.4673609875157627
GLM_grid_1_model_1,6,Anth,677,-0.27638783848679876,2.8277788281798677
GLM_grid_1_model_1,7,Anth,639,-0.4302741075343943,2.6738925591322724
GLM_grid_1_model_1,8,Anth,494,-1.0174717131107445,2.086694953555922
GLM_grid_1_model_1,9,Anth,609,-0.5517632673088116,2.5524033993578548
GLM_grid_1_model_1,10,Anth,565,-0.7299473683112904,2.374219298355376
GLM_grid_1_model_1,11,Anth,655,-0.3654798889880376,2.738686777678629
GLM_grid_1_model_1,12,Anth,861,0.46874567479629303,3.5729123414629598
GLM_grid_1_model_1,13,Anth,642,-0.4181251915569528,2.6860414751097137
GLM_grid_1_model_1,14,Anth,436,-1.2523507553412838,1.8518159113253827
GLM_grid_1_model_1,15,Anth,576,-0.685401343060671,2.4187653236059954
GLM_grid_1_model_1,16,Anth,506,-0.9688760492009779,2.1352906174656887
GLM_grid_1_model_1,17,Anth,749,0.015186144971801915,3.1193528116384686
GLM_grid_1_model_1,18,Anth,571,-0.7056495363564066,2.39851713031026
GLM_grid_1_model_1,19,Anth,761,0.06378180888156892,3.1679484755482354
GLM_grid_1_model_1,20,Anth,499,-0.9972235198150081,2.106943146851658
GLM_grid_1_model_1,21,Anth,754,0.03543433826753914,3.139601004934206
GLM_grid_1_model_1,22,Anth,725,-0.08200518284773192,3.022161483818935
GLM_grid_1_model_1,23,Anth,833,0.35535579234017034,3.4595224590068367
GLM_grid_1_model_1,24,Anth,830,0.34320687636272884,3.4473735430293955
GLM_grid_1_model_1,25,Anth,933,0.7603196582548941,3.8644863249215606
GLM_grid_1_model_1,26,Anth,613,-0.5355647126722223,2.5686019539944445
GLM_grid_1_model_1,27,Anth,548,-0.7987912255167929,2.3053754411498737
GLM_grid_1_model_1,28,Anth,765,0.07998036351815774,3.1841470301848243
GLM_grid_1_model_1,29,Anth,683,-0.25209000653191527,2.852076660134751
GLM_grid_1_model_1,30,Anth,922,0.7157736330042739,3.8199402996709404
GLM_grid_1_model_1,31,Anth,763,0.07188108619986298,3.1760477528665296
GLM_grid_1_model_1,32,Anth,518,-0.9202803852912103,2.1838862813754565
GLM_grid_1_model_1,33,Anth,656,-0.36143025032889087,2.7427364163377757
GLM_grid_1_model_1,34,Anth,644,-0.4100259142386574,2.694140752428009
GLM_grid_1_model_1,35,Anth,758,0.051632892904126614,3.1557995595707933
GLM_grid_1_model_1,36,Anth,877,0.533539893342649,3.6377065600093155
GLM_grid_1_model_1,37,Anth,901,0.6307312211621829,3.7348978878288497
GLM_grid_1_model_1,38,Anth,480,-1.0741666543388055,2.0300000123278608
GLM_grid_1_model_1,39,Anth,793,0.19337024597428018,3.297536912640947
GLM_grid_1_model_1,40,Anth,718,-0.11035265346176182,2.9938140132049047
GLM_grid_1_model_1,41,Anth,784,0.15692349804195563,3.261090164708622
GLM_grid_1_model_1,42,Anth,765,0.07998036351815788,3.1841470301848243
GLM_grid_1_model_1,43,Anth,481,-1.0701170156796587,2.034049650987008
GLM_grid_1_model_1,44,Anth,655,-0.3654798889880384,2.738686777678628
GLM_grid_1_model_1,45,Anth,469,-1.118712679589425,1.9854539870772414
GLM_grid_1_model_1,46,Anth,585,-0.6489545951283446,2.455212071538322
GLM_grid_1_model_1,47,Anth,684,-0.24804036787276862,2.856126298793898
GLM_grid_1_model_1,48,Anth,497,-1.0053227971333025,2.098843869533364
GLM_grid_1_model_1,1,BW,1.99,-0.2784291709913309,2.8257374956753356
GLM_grid_1_model_1,2,BW,1.88,-0.10598271669992587,2.998183949966741
GLM_grid_1_model_1,3,BW,1.93,-0.18436746865056453,2.919799198016102
GLM_grid_1_model_1,4,BW,2.11,-0.46655257567286434,2.637614090993802
GLM_grid_1_model_1,5,BW,2.01,-0.3097830717715866,2.7943835948950797
GLM_grid_1_model_1,6,BW,1.98,-0.26275222060120385,2.8414144460654627
GLM_grid_1_model_1,7,BW,1.73,0.1291715391519902,3.2333382058186566
GLM_grid_1_model_1,8,BW,1.75,0.09781763837173374,3.2019843050384003
GLM_grid_1_model_1,9,BW,1.67,0.22323324149275625,3.327399908159423
GLM_grid_1_model_1,10,BW,2.06,-0.388167823722225,2.7159988429444413
GLM_grid_1_model_1,11,BW,1.85,-0.05895186552954268,3.045214801137124
GLM_grid_1_model_1,12,BW,2.03,-0.34113697255184194,2.7630296941148247
GLM_grid_1_model_1,13,BW,2.01,-0.3097830717715869,2.7943835948950797
GLM_grid_1_model_1,14,BW,1.99,-0.27842917099133113,2.8257374956753356
GLM_grid_1_model_1,15,BW,2.1,-0.45087562528273706,2.6532910413839295
GLM_grid_1_model_1,16,BW,2.11,-0.4665525756728641,2.6376140909938024
GLM_grid_1_model_1,17,BW,1.9,-0.13733661748018078,2.966830049186486
GLM_grid_1_model_1,18,BW,2.02,-0.325460022161715,2.7787066445049513
GLM_grid_1_model_1,19,BW,1.52,0.4583874973446731,3.5625541640113396
GLM_grid_1_model_1,20,BW,1.73,0.12917153915199053,3.233338205818657
GLM_grid_1_model_1,21,BW,1.48,0.5210952989051834,3.62526196557185
GLM_grid_1_model_1,22,BW,1.89,-0.12165966709005369,2.982506999576613
GLM_grid_1_model_1,23,BW,1.73,0.12917153915199014,3.2333382058186566
GLM_grid_1_model_1,24,BW,1.92,-0.16869051826043768,2.935476148406229
GLM_grid_1_model_1,25,BW,1.6,0.3329718942236505,3.437138560890317
GLM_grid_1_model_1,26,BW,1.73,0.12917153915198987,3.233338205818656
GLM_grid_1_model_1,27,BW,1.77,0.06646373759147894,3.1706304042581452
GLM_grid_1_model_1,28,BW,1.75,0.09781763837173368,3.2019843050384003
GLM_grid_1_model_1,29,BW,1.84,-0.043274915139415615,3.060891751527251
GLM_grid_1_model_1,30,BW,1.97,-0.2470752702110749,2.8570913964555915
GLM_grid_1_model_1,31,BW,1.67,0.2232332414927567,3.327399908159423
GLM_grid_1_model_1,32,BW,1.93,-0.18436746865056497,2.9197991980161015
GLM_grid_1_model_1,33,BW,1.87,-0.09030576630979797,3.0138609003568684
GLM_grid_1_model_1,34,BW,1.82,-0.011921014359159765,3.092245652307507
GLM_grid_1_model_1,35,BW,1.89,-0.12165966709005466,2.982506999576612
GLM_grid_1_model_1,36,BW,1.95,-0.21572136943082032,2.888445297235846
GLM_grid_1_model_1,37,BW,1.71,0.16052543993224622,3.264692106598913
GLM_grid_1_model_1,38,BW,1.69,0.19187934071250123,3.296046007379168
GLM_grid_1_model_1,39,BW,1.73,0.12917153915198998,3.2333382058186566
GLM_grid_1_model_1,40,BW,1.95,-0.21572136943081976,2.8884452972358465
GLM_grid_1_model_1,41,BW,2.01,-0.30978307177158615,2.7943835948950806
GLM_grid_1_model_1,42,BW,2.28,-0.733060732305035,2.3711059343616316
GLM_grid_1_model_1,43,BW,1.8,0.019432886421095752,3.1235995530877623
GLM_grid_1_model_1,44,BW,1.83,-0.027597964749287718,3.076568701917379
GLM_grid_1_model_1,45,BW,2.12,-0.4822295260629925,2.621937140603674
GLM_grid_1_model_1,46,BW,2.02,-0.3254600221617151,2.7787066445049513
GLM_grid_1_model_1,47,BW,2.21,-0.6233220795741421,2.480844587092524
GLM_grid_1_model_1,48,BW,2.23,-0.6546759803543968,2.4494906863122696
GLM_grid_1_model_1,1,TA,6.45,0.06234686974024939,3.166513536406916
GLM_grid_1_model_1,2,TA,6,-0.072999098741097,3.0311675679255696
GLM_grid_1_model_1,3,TA,6.3,0.01723154691313422,3.1213982135798006
GLM_grid_1_model_1,4,TA,6.6,0.10746219256736605,3.2116288592340325
GLM_grid_1_model_1,5,TA,6.3,0.01723154691313461,3.121398213579801
GLM_grid_1_model_1,6,TA,6.9,0.19769283822159656,3.301859504888263
GLM_grid_1_model_1,7,TA,6.45,0.06234686974024886,3.1665135364069155
GLM_grid_1_model_1,8,TA,6.6,0.10746219256736572,3.211628859234032
GLM_grid_1_model_1,9,TA,6.53,0.08640837524804501,3.1905750419147116
